"entrezgene","length"
246085,297
246086,4689
246102,11994
246103,6852
246104,3949
246133,1694
246154,3189
246177,3307
246179,5238
246190,4118
246196,2454
246198,7271
246221,2205
246228,3140
246229,3893
246256,1250
246257,4505
246277,2499
246278,1530
246293,3163
246313,4665
246316,2164
246317,3531
246691,414
246694,5947
246696,5076
246700,394
246703,905
246707,4591
246709,1657
246710,10197
246727,5221
246728,4839
246729,1701
246730,1888
246735,698
246738,3777
246746,2343
246747,632
246779,705
246782,1863
246787,2259
246788,2598
246791,1603
246792,2654
252829,1312
252830,1336
252837,2850
252838,6956
252864,3346
252866,2738
252868,1771
252870,7205
252875,3704
252876,2894
252903,2876
252904,1732
252905,921
252906,939
252907,903
252909,927
252910,2037
252912,927
252966,2945
252967,910
252972,5023
252973,5167
257630,1439
257632,8506
257633,3964
257635,1519
257662,939
257664,936
257665,3294
257666,1004
257667,939
257734,1148
257871,1768
257872,936
257875,924
257880,942
257881,918
257882,5426
257883,1160
257884,972
257885,930
257886,1260
257887,1011
257888,1128
257889,942
257890,1121
257891,984
257892,1122
257893,939
257898,996
257899,945
257900,984
257902,948
257904,1008
257905,999
257906,1011
257908,995
257909,1065
257910,942
257912,966
257913,977
257914,1035
257915,930
257916,1011
257917,1131
257919,921
257921,936
257924,2175
257925,945
257926,1181
257929,993
257931,1128
257932,1005
257933,936
257935,918
257936,975
257938,1032
257939,918
257941,1097
257947,1130
257948,939
257950,960
257951,930
257956,939
257958,936
257959,945
257962,957
257963,930
257971,936
257972,930
257974,943
257975,960
257978,933
257979,918
257980,939
257984,957
257985,945
257996,930
258008,942
258016,954
258019,2672
258020,984
258022,1110
258023,939
258025,936
258027,930
258028,936
258035,930
258036,921
258039,936
258041,954
258042,945
258046,945
258051,939
258055,957
258056,963
258060,936
258064,921
258065,927
258067,942
258068,945
258069,939
258074,939
258075,939
258085,939
258086,933
258087,936
258089,1002
258094,972
258095,1033
258096,3175
258097,936
258098,951
258101,933
258103,933
258105,945
258111,945
258113,924
258117,939
258120,933
258121,924
258123,945
258135,948
258136,945
258139,945
258147,942
258150,936
258151,951
258153,939
258154,1061
258155,936
258156,1011
258158,942
258159,954
258160,951
258163,957
258165,939
258166,930
258167,1178
258168,951
258173,924
258177,936
258178,2032
258179,945
258180,951
258181,972
258183,930
258186,1281
258189,927
258196,927
258198,945
258199,3265
258201,933
258203,972
258206,927
258207,954
258214,942
258215,945
258216,1023
258218,1027
258219,1161
258220,945
258222,1082
258225,1275
258227,957
258228,936
258231,945
258232,939
258233,1144
258235,954
258236,1120
258238,930
258241,936
258242,945
258245,1015
258246,936
258247,948
258248,939
258249,942
258252,933
258255,936
258257,936
258258,963
258259,942
258261,1041
258263,954
258264,955
258265,954
258266,1890
258267,1096
258268,957
258269,927
258270,933
258271,939
258272,963
258273,939
258274,966
258275,972
258276,951
258277,936
258278,918
258279,942
258280,1054
258281,939
258282,957
258283,933
258284,939
258285,993
258286,939
258287,1118
258288,948
258289,999
258290,945
258291,1100
258292,927
258293,933
258294,1102
258295,945
258296,1175
258297,969
258298,945
258299,939
258300,945
258301,948
258302,1046
258303,1002
258304,993
258305,963
258306,948
258307,945
258308,945
258309,960
258310,933
258311,990
258313,966
258314,1110
258315,930
258316,1035
258317,978
258318,930
258319,1087
258320,936
258321,987
258322,954
258323,945
258324,993
258325,1106
258326,945
258327,939
258328,945
258329,939
258330,1035
258331,948
258333,942
258334,981
258335,1080
258336,2671
258338,930
258339,930
258340,930
258341,960
258342,960
258343,948
258344,936
258345,945
258346,936
258347,972
258348,942
258350,951
258351,939
258352,990
258353,966
258354,939
258355,939
258356,951
258357,1041
258358,1057
258359,954
258360,981
258361,993
258362,1147
258363,969
258364,5221
258365,969
258366,966
258368,978
258369,966
258370,957
258371,984
258372,978
258373,972
258374,972
258375,963
258377,1026
258378,984
258379,936
258380,942
258381,945
258383,960
258384,927
258385,930
258386,951
258387,951
258388,942
258389,942
258390,939
258391,912
258392,924
258393,948
258394,942
258395,939
258396,939
258397,939
258398,939
258399,897
258400,942
258401,942
258402,948
258403,992
258404,979
258405,930
258406,936
258407,1084
258408,936
258409,939
258410,1159
258411,948
258412,936
258413,948
258414,930
258415,930
258416,945
258417,945
258418,945
258420,936
258421,960
258422,1120
258423,1039
258424,942
258425,945
258426,948
258427,945
258428,1012
258429,1068
258430,948
258431,936
258432,948
258433,927
258434,933
258435,939
258436,942
258437,933
258438,933
258439,963
258440,951
258441,939
258442,939
258443,948
258444,948
258445,952
258446,942
258447,945
258448,939
258449,928
258450,933
258451,943
258453,933
258454,930
258455,930
258456,945
258457,1038
258458,942
258459,936
258460,936
258461,936
258462,1026
258463,936
258464,1034
258465,936
258466,921
258468,945
258469,1046
258470,939
258471,951
258472,996
258474,945
258475,930
258477,924
258478,1196
258479,921
258480,954
258481,939
258482,951
258483,972
258484,969
258485,1006
258486,957
258487,1582
258488,933
258489,945
258490,945
258491,945
258492,966
258493,921
258494,1026
258495,933
258497,945
258498,933
258499,960
258500,936
258501,936
258502,933
258503,930
258504,1033
258505,933
258506,939
258507,942
258508,918
258511,954
258512,924
258513,3853
258515,948
258516,948
258517,992
258518,939
258519,930
258520,939
258521,1219
258522,912
258523,1090
258524,939
258525,951
258526,951
258527,945
258528,951
258529,1074
258530,927
258531,998
258532,945
258533,945
258534,954
258536,980
258537,936
258538,939
258540,954
258541,936
258542,939
258543,939
258544,936
258545,960
258546,942
258547,927
258548,960
258549,936
258550,998
258551,1077
258552,1132
258553,1124
258554,960
258555,921
258557,955
258558,1040
258559,948
258560,1107
258561,936
258562,918
258563,987
258564,1016
258565,945
258566,957
258568,954
258569,945
258570,945
258571,3743
258572,933
258573,1079
258575,951
258577,924
258579,936
258580,936
258581,990
258582,948
258583,942
258584,933
258585,933
258586,940
258587,966
258589,960
258590,1348
258591,1201
258592,1049
258593,951
258594,1156
258595,936
258597,945
258598,939
258600,939
258601,945
258602,939
258603,945
258604,936
258605,1027
258606,924
258607,924
258608,1016
258609,960
258610,942
258611,933
258612,960
258613,1077
258614,927
258615,954
258616,927
258617,948
258618,933
258620,939
258621,930
258622,1237
258623,930
258624,993
258625,966
258626,948
258627,948
258628,942
258629,948
258630,936
258631,927
258632,936
258633,957
258634,1112
258635,1020
258636,945
258638,1043
258639,942
258640,951
258641,933
258642,948
258643,960
258644,1634
258645,991
258647,942
258648,933
258649,933
258650,933
258652,930
258653,1067
258654,933
258655,957
258656,939
258657,994
258658,942
258659,1044
258660,939
258661,936
258662,936
258663,930
258665,951
258666,939
258667,939
258668,948
258669,948
258670,939
258671,942
258672,963
258673,945
258674,936
258675,933
258676,942
258677,954
258678,957
258679,948
258680,939
258681,939
258682,948
258683,939
258684,924
258685,945
258686,927
258687,924
258688,924
258689,933
258690,930
258691,1100
258692,1065
258693,4337
258694,945
258695,924
258696,945
258697,960
258698,930
258699,927
258700,933
258701,948
258702,948
258703,948
258704,1049
258705,945
258706,1092
258708,948
258709,1010
258710,1088
258711,939
258712,1004
258713,954
258715,1050
258716,948
258717,943
258718,930
258719,981
258720,945
258721,933
258722,972
258723,936
258724,960
258725,927
258726,948
258727,945
258728,972
258729,945
258730,948
258731,933
258732,945
258733,945
258734,945
258736,945
258737,945
258738,951
258739,927
258740,936
258741,927
258742,921
258743,960
258744,1004
258745,963
258746,951
258747,939
258748,927
258749,1023
258750,1079
258751,951
258752,960
258753,942
258754,963
258755,939
258756,955
258757,918
258758,1063
258759,933
258762,939
258763,933
258764,939
258765,939
258766,939
258767,948
258768,921
258769,933
258770,933
258771,933
258772,933
258773,957
258774,927
258775,930
258776,1131
258777,1132
258778,1520
258780,933
258781,930
258782,951
258783,1960
258784,1062
258785,918
258786,948
258787,1078
258788,1078
258789,918
258790,921
258791,933
258792,945
258793,951
258794,1065
258797,933
258798,1056
258799,936
258800,933
258801,933
258802,942
258803,939
258804,1074
258805,1673
258806,995
258807,972
258808,942
258809,1069
258810,951
258811,927
258812,1068
258814,1076
258815,936
258816,927
258817,927
258818,1122
258819,945
258820,936
258821,954
258822,1098
258823,936
258824,1050
258825,933
258826,1039
258828,939
258829,939
258830,942
258831,927
258832,945
258833,927
258834,945
258835,1125
258836,960
258837,951
258838,957
258840,1223
258841,1108
258842,948
258843,942
258844,942
258845,1012
258846,1112
258850,930
258851,948
258852,939
258853,966
258854,1116
258857,960
258858,939
258859,942
258861,930
258862,936
258863,939
258865,930
258866,942
258867,945
258868,949
258869,1175
258871,951
258872,930
258873,940
258874,951
258875,951
258877,954
258879,1082
258880,942
258881,1034
258882,933
258883,1048
258886,996
258887,939
258888,939
258889,939
258890,939
258891,948
258892,960
258893,1027
258894,1531
258895,936
258896,924
258897,924
258898,924
258899,936
258900,1297
258901,936
258902,1026
258903,1105
258904,936
258905,1147
258907,939
258908,918
258909,918
258910,918
258912,948
258913,924
258914,930
258915,939
258917,945
258918,942
258919,924
258920,1063
258921,968
258922,942
258923,1248
258924,1210
258925,1062
258926,933
258927,939
258928,933
258929,936
258930,939
258931,936
258932,939
258933,933
258934,939
258935,969
258937,939
258938,948
258939,951
258940,930
258941,954
258942,948
258943,936
258944,933
258945,939
258946,942
258947,936
258949,921
258950,939
258951,930
258952,942
258953,939
258954,939
258955,915
258956,939
258958,930
258959,942
258960,945
258961,1490
258962,939
258963,960
258964,939
258967,945
258968,1065
258969,933
258970,1053
258971,918
258972,918
258973,972
258974,918
258975,945
258976,915
258977,921
258979,933
258980,936
258982,927
258983,933
258984,930
258985,921
258987,1018
258988,954
258989,942
258990,933
258991,1067
258992,948
258993,921
258994,918
258995,934
258996,927
258997,924
258999,960
259000,927
259001,1391
259002,1164
259003,1088
259004,1029
259005,948
259006,1003
259007,939
259008,1069
259009,933
259010,939
259011,1395
259012,939
259013,945
259014,960
259015,1209
259016,963
259017,933
259018,927
259019,948
259020,1079
259021,939
259022,942
259023,939
259024,936
259025,939
259026,1080
259027,936
259028,930
259030,957
259031,945
259032,1125
259033,981
259034,951
259035,954
259036,975
259037,1359
259038,930
259039,1082
259040,939
259041,1189
259042,960
259044,1266
259045,954
259046,948
259047,960
259048,945
259049,957
259050,1061
259051,2912
259052,969
259053,954
259054,954
259055,960
259056,960
259057,939
259058,939
259061,957
259062,981
259063,969
259064,1122
259066,951
259067,936
259068,936
259069,1073
259070,966
259071,939
259072,954
259073,939
259074,1174
259075,939
259078,990
259080,1123
259081,945
259082,956
259083,940
259084,942
259085,948
259086,960
259087,954
259088,951
259089,969
259091,957
259092,945
259093,957
259095,942
259096,945
259097,2923
259098,960
259099,954
259100,957
259102,1545
259103,954
259104,5137
259105,951
259106,954
259107,948
259108,1038
259109,936
259110,1036
259111,933
259112,1045
259113,939
259114,939
259115,954
259116,957
259117,945
259118,957
259119,942
259122,966
259123,954
259124,966
259125,945
259126,1075
259143,972
259144,1052
259145,957
259147,1006
259148,1300
259151,1125
259159,951
259161,966
259162,948
259163,1095
259165,933
259172,4406
259277,1322
259279,6900
259300,3058
259301,497
259302,9306
260296,2229
260297,921
260298,1586
260299,2155
260301,704
260302,3924
260305,5574
260315,7782
260408,1232
260409,1967
260423,1003
263406,12431
26356,3108
26357,2895
26358,2060
26359,2289
26360,7714
26361,4148
26362,5805
26363,1942
26364,3304
26365,4711
26366,1049
26367,3827
26368,1374
26369,2297
26370,1355
26371,3075
26372,4537
26373,4196
26374,5056
263764,5799
26377,3088
26378,2051
26379,4585
26380,6302
263803,4114
26381,5647
26382,3175
26383,12754
26384,2300
26385,3800
26386,1929
263876,5177
26388,1966
26390,6955
26394,1636
26395,2426
26396,2622
26397,2647
26398,3727
26399,2265
26400,4285
26401,6961
26403,3872
26404,5753
26405,11741
26406,3149
264064,3123
26407,9281
26408,5393
26409,7253
26410,4391
26411,3107
26412,4064
26413,5947
264134,4331
26414,15124
26415,1388
26416,3788
26417,2089
26419,10830
26420,10153
26422,14723
26423,4474
26424,4698
26425,2424
26426,1430
26427,2271
26428,6280
26429,2059
26430,5960
26431,6946
26432,3711
26433,3823
26434,5338
26436,2283
26437,2084
26438,2897
26439,2547
26440,1909
26441,1096
26442,1217
26443,997
26444,881
26445,2476
26446,1998
26447,3875
26448,4093
26450,2160
26451,1112
26456,4673
26457,3798
26458,2301
26459,2329
26462,2718
26464,1811
26465,2030
26466,7098
264895,3069
26549,1293
26554,2892
26556,5855
26557,12789
26558,2749
26559,5009
26560,836
26561,1560
26562,3874
26563,4818
26564,3970
26565,1208
26568,2497
26569,4008
26570,11290
26572,1566
26611,4838
266459,1641
266614,1366
266620,468
266632,3151
266645,2303
266690,5380
266692,5698
266744,1903
266781,1941
266793,74
266815,2489
267019,5134
26754,2744
26757,4797
268281,13144
268288,3976
268291,2860
268294,5390
268297,6247
268301,4512
268319,2065
268345,9058
268354,4385
268373,854
268379,19780
268390,3790
268395,2289
268396,11427
268417,5201
268420,6025
268445,7395
268448,5245
268449,560
268451,3145
268465,2228
268469,2732
268470,3969
268480,4261
268481,2959
268482,1854
268490,1224
268491,4573
268498,1078
268510,4607
268512,4018
268515,14095
268527,8757
268534,2553
268564,6122
268566,3399
268567,7462
268591,2162
268595,6133
268656,2568
268663,4127
268670,3482
268686,300
268697,2316
268706,11760
268709,3389
268721,8873
268739,9711
26874,5540
268741,7213
268747,4915
268749,3497
26875,27704
268752,4605
268756,2265
268759,2090
26876,1312
26877,4978
26878,4578
268780,6045
268782,2106
268783,4806
26879,1901
268807,2212
268816,6985
268822,2690
26885,6921
268857,4198
268859,6405
26886,1239
268860,8109
26887,2000
268878,4598
26888,2827
268880,3111
268882,4046
268885,414
26889,6431
268890,5260
268902,13602
268903,4662
268905,750
26891,3803
26893,2327
268930,4054
268932,7186
268933,3099
268934,4422
268935,4914
268936,9128
26894,2265
268949,2608
26895,2231
268958,2575
26896,8067
26897,3276
268970,5530
268973,5897
268977,7225
26898,1394
268980,4074
268996,4484
26900,4708
269003,5725
26901,517
269016,4784
269019,3765
269023,14105
26903,8140
269033,6613
269037,6480
26904,1433
26905,3805
269053,3924
269060,5823
269061,6246
269063,945
26908,1767
26909,5506
26910,759
269109,4630
269113,2638
269116,10748
26912,2977
269120,2378
26913,4141
269132,4208
26914,5858
269152,8104
26918,3175
269180,10664
269181,7612
26919,3840
269198,13986
26920,10956
269209,5977
26921,6193
26922,1337
269224,8373
269233,4188
269252,9231
269254,12107
26926,3160
269261,638
26927,2520
269275,9049
269295,1263
26931,7288
26932,5434
269328,2871
269336,2410
269338,4450
26934,3115
269344,1934
269346,3998
269356,3201
26936,16602
269378,2541
26938,1999
269389,1675
26939,4312
269397,4369
26940,1680
269400,5804
269401,6181
26941,1922
26942,3570
269423,3700
269424,5952
26943,3694
269437,10520
26944,1956
26945,1362
26946,3541
269470,5744
269473,10544
26949,6441
26950,1936
26951,4205
269513,6976
269514,4011
269523,3315
269529,5079
269536,4203
269582,7421
269585,5806
269587,15274
269589,2903
269593,8092
269604,4762
269608,6638
26961,862
269610,9549
269614,3030
269615,6993
269623,2518
269629,5368
269633,1786
269637,3450
269639,3449
269642,6529
269643,4031
26965,3283
26968,2355
269682,7715
269693,2662
269695,5087
26970,945
269702,9965
269704,4078
26971,2437
269713,4995
269717,4020
26972,1962
269774,19978
269784,6969
269788,4765
269799,1548
269800,9204
269823,2070
269831,2490
269854,1847
269855,4260
269862,954
26987,5520
269870,13090
269878,10407
269881,4678
269902,2592
26992,3753
269941,4176
269951,1899
269952,3520
269954,5081
269955,2634
269959,7285
269966,12517
269994,3924
269997,2684
269999,2141
270004,2591
270028,3671
270035,7381
270049,3608
270058,5051
270066,7207
27007,4777
270076,2487
27008,8986
270084,3211
270086,7784
270091,3191
270096,5315
270097,3655
270106,778
270109,9025
270110,4530
270118,6139
270120,20389
27015,5711
270150,1542
270151,6534
270152,2619
270156,3343
270157,1263
270160,2971
270162,3425
270163,11974
270166,3614
270190,6823
270192,4734
270198,4320
270201,4768
270210,6655
27027,2522
27028,6402
27029,4324
270328,2142
27041,4130
27045,1452
27047,1751
27049,9506
27050,4777
27052,4365
27053,1927
27054,3039
27055,3011
27056,2648
27057,3944
27058,1388
27059,6413
270599,1040
27060,4298
27061,1214
27062,7229
270624,4176
270627,9049
270669,7637
270672,4348
270685,4813
270711,3714
270757,2328
27078,785
270802,5850
27081,6377
27083,1573
27084,540
270893,4352
270906,3827
27096,1256
271005,1949
27103,7977
271036,3716
271047,2070
271127,7390
271144,3429
271209,6759
271221,2651
271278,3460
271305,8409
271375,1750
271377,8690
27140,1532
271424,2305
271457,2364
271508,2434
271564,14546
271639,6818
271697,1688
271711,2815
27176,864
271786,7297
271813,6519
271842,5134
271844,3331
271849,9064
271887,4163
271944,1316
271970,3690
271981,6580
272009,2939
272027,4674
272031,5272
27204,18723
27205,5330
27206,7686
27207,602
27208,82
27210,66
27211,89
27212,86
27214,4018
27215,5656
272158,2946
27216,1079
27217,2289
27218,3471
27219,3366
27220,958
27221,6584
27222,3485
27223,11026
27224,4592
27225,8373
27226,2386
272322,1987
272347,6874
272350,1436
272359,2699
272381,2719
272382,2786
272396,4242
272411,2367
272428,3000
272465,1223
272538,5901
272551,1038
272589,5247
27260,1551
27261,2771
27263,1787
272636,4491
272643,1992
272667,2318
27267,2699
27273,3453
27274,2494
27275,3974
27276,2611
27277,2902
27278,1583
27279,965
272790,2316
27280,1467
27281,3063
27354,2491
27355,4353
27356,660
27357,1714
27358,322
27359,5318
27360,4938
27361,1752
27362,1865
27364,6861
27366,5876
27367,2249
27368,4336
27369,2415
27370,448
27371,4887
27372,929
27373,5121
27374,2641
27375,3149
27376,4000
27377,5806
27378,931
27379,1026
27380,1072
27381,1111
27382,1126
27384,1232
27385,6562
27386,6078
27387,3634
27388,3521
27389,2260
27390,3119
27392,6335
27393,1028
27395,5522
27397,7551
27398,1112
27399,7166
27400,1581
27401,9326
27402,3041
27403,7431
27404,6315
27405,3969
27406,3328
27407,2783
27409,2263
27410,8773
27411,5535
27412,2640
27413,4970
27414,1460
27416,10942
27418,12646
27419,3999
27421,4958
27423,1153
27425,513
27426,2824
27428,10377
27494,7125
27528,2590
27632,1880
27643,1735
27660,1773
276742,1077
276770,2200
27681,947
276829,2624
276846,4412
276852,3698
276865,936
276891,2175
276905,2249
276919,4334
276920,1674
276950,4011
276952,6307
277010,3077
277154,7413
277203,1257
277250,8384
277328,4263
277333,3581
277343,3270
277345,1121
277353,3639
277360,9359
277396,4617
277414,5295
277432,1363
277463,4192
277468,2676
277496,716
27756,1205
277562,918
27762,4367
277666,2106
277668,1819
277692,426
277743,1433
277744,905
277753,2422
277773,2200
27784,3815
277854,9586
277898,3632
277935,945
277939,9430
277973,5222
277978,2497
27801,4868
278097,2034
278167,2070
278174,631
278180,1432
278203,640
278240,1306
278279,7366
278304,4239
278507,3392
278672,2248
278676,1461
278679,2227
27878,3856
278795,1359
27883,1786
27886,2991
279028,5216
279029,2169
279185,2464
279499,3028
279572,4014
279610,1128
27965,3097
279653,10464
27966,1537
27967,4758
279706,1128
27973,748
279766,2386
27979,2966
27981,2253
27984,2381
27993,2249
27998,5927
27999,2960
28000,2271
28006,5203
28010,2423
28015,2472
28018,7457
28019,3156
28028,2103
280287,1128
28030,2598
28035,2237
28036,2121
28040,6091
280408,1487
280411,2509
28042,6819
280621,1215
280635,4370
28064,2035
280645,4875
280662,3253
280667,2884
280668,3092
28071,2324
28075,3274
28077,862
28078,1045
28080,772
28081,2950
28084,2458
28088,1979
28105,4851
28106,913
28109,3509
28113,1738
28114,4575
28126,1734
28135,7161
28146,2449
28169,4105
28185,3778
28193,3100
28194,1618
28199,3281
28200,1830
28240,10287
28248,4057
28250,3823
28253,3296
28254,3124
282619,2731
282663,1718
28295,1363
286940,9350
286942,3433
29805,1262
29806,5837
29807,4115
29808,17659
29809,10710
29810,2593
29811,2157
29812,8092
29813,2388
29815,3300
29816,4392
29817,1213
29818,2768
29819,5409
29820,5315
29845,1172
29846,1099
29848,963
29849,960
29856,4058
29857,3761
29858,1449
29859,2512
29861,2278
29862,822
29863,4767
29864,5120
29865,2642
29866,1290
29867,1365
29869,5813
29870,2872
29871,5672
29873,10065
29875,13809
29876,4064
29877,9859
30044,2986
30045,1365
30046,10165
30049,3533
30050,7992
30051,1824
30052,2193
30053,782
30054,6386
30055,1225
30056,4361
30057,1034
30058,1183
30059,666
30060,4132
30785,11695
30791,3667
30794,2251
30795,945
30800,3276
30805,2260
30806,3632
30838,1946
30839,3622
30840,4073
30841,10031
30843,4328
30853,5142
30877,2050
30878,3148
30923,867
30924,3793
30925,6995
30926,4202
30927,2055
30928,12536
30930,3252
30931,1452
30932,3362
30933,1679
30934,3440
30935,4510
30936,2060
30937,1728
30938,4487
30939,2157
30940,7190
30941,4927
30942,4180
30943,1469
30944,5367
30945,5189
30946,4456
30947,4486
30948,2455
30949,1546
30951,1393
30952,4708
30953,2723
30954,782
30955,8800
30956,3701
30957,12820
30959,1675
30960,1643
30962,2876
30963,2173
317652,765
317653,753
317677,2662
317717,3992
317750,1951
317755,1259
317757,2316
317758,1383
319146,1462
319148,480
319149,1742
319150,411
319151,411
319152,488
319153,483
319154,411
319155,312
319156,312
319157,312
319158,537
319159,312
319160,312
319161,312
319162,1990
319163,390
319164,2493
319166,704
319167,473
319168,387
319169,393
319170,393
319172,506
319173,393
319176,390
319177,384
319178,468
319179,4807
319180,381
319181,615
319182,381
319183,381
319184,381
319185,381
319186,381
319187,381
319188,594
319189,493
319190,2618
319191,393
319195,775
319196,5691
319197,2884
319200,2497
319207,3934
319210,2261
319211,5883
319216,4788
319217,4485
319229,2337
319236,3782
319239,3933
319259,1138
319262,4227
319263,6211
319266,4230
319269,2951
319277,6036
319278,2080
319293,2773
319317,5944
319322,3891
319336,1266
319352,2341
319370,1482
319371,6397
319387,11275
319415,3095
319430,3561
319433,1402
319446,2283
319448,7053
319455,6784
319468,9493
319472,9785
319475,3622
319476,9664
319477,2924
319478,4677
319480,4937
319481,5346
319482,13575
319493,4487
319504,12923
319508,5023
319513,7596
319518,2983
319520,2427
319530,3243
319535,8387
319545,2892
319554,2867
319555,9748
319565,26834
319574,1979
319579,690
319581,3274
319582,3179
319583,4081
319586,6631
319587,497
319594,6853
319601,4830
319604,6610
319613,7945
319615,3003
319616,3279
319618,3389
319622,6864
319625,3695
319626,6667
319634,5717
319636,9646
319638,2798
319642,3761
319651,7340
319653,5486
319655,4961
319660,4305
319670,10424
319675,10835
319684,1636
319695,4609
319701,2923
319710,6067
319711,1451
319713,4811
319719,5041
319722,9161
319727,6405
319734,7111
319740,5740
319742,4003
319748,7569
319757,6479
319758,11013
319765,4067
319767,9816
319772,3790
319776,3335
319786,1306
319800,4063
319801,3653
319804,1559
319807,11218
319817,9095
319818,10030
319819,3402
319822,4365
319830,9494
319832,4985
319845,6367
319848,2483
319859,1046
319865,1726
319875,2216
319876,12437
319880,5889
319885,7029
319888,3431
319893,3189
319899,7959
319901,5763
319903,3137
319909,3574
319922,5154
319924,7128
319930,3361
319934,8925
319939,10971
319942,2636
319944,6936
319945,2929
319953,2074
319955,9948
319960,2803
319965,3402
319974,14933
319983,2889
319984,7368
319991,3816
319996,5613
319997,2270
319998,3003
320007,7041
320011,11054
320019,1098
320022,3233
320024,4394
320026,4599
320027,3231
320038,4371
320040,2701
320046,3108
320051,9601
320054,2097
320064,2213
320078,3095
320080,5950
320082,2526
320083,1511
320088,5907
320091,6019
320092,2881
320095,1971
320100,2817
320106,1606
320111,3553
320116,2263
320118,2951
320119,8802
320127,6530
320129,7763
320135,2844
320139,3474
320145,4631
320148,4918
320150,6135
320152,6068
320158,4220
320159,3730
320162,4401
320165,8633
320169,2127
320181,7228
320183,3708
320184,8592
320189,11689
320191,12836
320194,3847
320197,4308
320202,2461
320203,1632
320204,3114
320207,5902
320208,3561
320209,4228
320213,7303
320214,2954
320225,5896
320226,7507
320234,2942
320237,3064
320244,10115
320247,2872
320249,4588
320253,5954
320256,7145
320265,3695
320267,5210
320271,11344
320277,3225
320292,3340
320299,3571
320301,5116
320302,4647
320311,8529
320332,312
320333,2030
320343,3622
320351,1236
320355,2162
320360,7459
320365,14575
320376,6125
320377,1538
320394,2101
320398,5293
320400,2491
320404,5101
320405,10098
320407,3913
320415,629
320429,13871
320435,3265
320438,3114
320440,7977
320452,3151
320454,2872
320456,2152
320460,8801
320469,5130
320472,6315
320473,8130
320478,2970
320479,4766
320484,4762
320487,10213
320492,13839
320495,8923
320500,3701
320502,2242
320506,3093
320508,5768
320522,1207
320528,16701
320534,10912
320538,23436
320541,6511
320549,2711
320554,8721
320557,4590
320558,5948
320560,10111
320563,5389
320571,6644
320581,2243
320586,3015
320587,3471
320590,4325
320595,9389
320604,2640
320609,6681
320615,17148
320616,3188
320631,5666
320632,6857
320633,5332
320634,6346
320635,2957
320640,4261
320642,1253
320655,2424
320661,6570
320662,7179
320664,5808
320678,3279
320679,1069
320683,8466
320684,2288
320685,3339
320696,5942
320701,2182
320705,3458
320706,13232
320707,4637
320709,5069
320712,6650
320713,10244
320714,7129
320717,4611
320718,3640
320720,5514
320722,2296
320727,12805
320736,2743
320737,551
320742,3682
320747,2943
320749,3640
320752,3441
320769,2886
320770,5410
320772,10276
320775,2217
320782,4456
320790,14610
320795,6971
320799,7778
320802,3837
320806,8996
320808,5707
320816,4405
320817,9475
320825,2495
320827,10007
320832,1583
320840,5922
320842,617
320844,2543
320845,1582
320846,2507
320856,2942
320858,5231
320864,2600
320865,3452
320869,518
320871,2935
320873,10671
320878,12110
320893,1721
320910,6267
320916,8464
320923,3394
320924,10638
320938,10245
320940,7519
320951,2341
320965,4677
320974,3475
320977,9941
320981,4276
320982,6708
320995,4281
320997,2618
321000,7711
321003,4241
321006,5737
321007,5630
321008,15311
321015,1392
321018,2197
321019,2942
321020,1020
321022,12926
326618,2082
326619,312
326620,312
326622,5438
326623,5828
327655,12817
327743,1418
327747,1529
327762,6632
327766,5134
327799,2946
327814,6143
327826,7479
327860,1562
327900,3032
327942,3303
327951,766
327954,14178
327956,672
327957,1115
327958,9969
327959,4803
327963,4808
327978,6111
327987,11787
327992,4158
328019,1112
328035,3117
328059,2666
328092,3379
328099,4006
328108,7321
328110,5120
328121,1080
328133,7422
328162,3046
328231,1730
328232,6934
328234,3456
328250,2548
328258,1498
328274,3321
328287,5099
328329,18446
328354,2744
328365,7427
328370,3946
328381,1782
328401,1187
328417,6583
328424,2423
328440,1036
328451,3224
328479,2929
328505,2893
328561,1986
328563,2057
328572,11585
328573,4673
328580,8877
328643,6890
328657,982
328660,983
328695,817
328699,1456
328734,2781
328759,2538
328778,1434
328779,1312
328780,1216
328783,2628
328788,444
328789,1662
328795,3228
328801,1572
328829,3895
328830,2088
328833,5694
328845,2608
328918,1458
328949,8427
328953,1523
328967,3234
328971,1581
328977,6741
329002,9810
329003,7817
329015,7267
329047,863
329064,3321
329065,3072
329078,5023
329093,1930
329152,12878
329154,8738
329160,3576
329165,9312
329178,13959
329207,3851
329244,1082
329251,4676
329252,3623
329260,10088
329274,3882
329278,5809
329324,5111
329360,2021
329366,3147
329375,1295
329384,1497
329416,1807
329421,7431
329436,1780
329460,957
329470,2382
329480,3267
329502,7238
329504,5454
329506,9124
329509,3550
329514,2781
329540,8543
329541,1571
329547,1947
329554,1097
329557,1252
329559,4570
329562,2182
329581,1178
329628,17514
329641,3085
329650,13715
329659,1541
329679,7280
329693,3451
329727,6270
329731,4316
329735,5640
329738,7823
329739,5702
329763,1665
329777,5901
329795,7338
329828,4173
329831,2091
329839,1090
329872,13717
329877,8808
329908,12469
329910,5692
329918,1372
329919,2658
329934,2528
329941,4331
329954,1727
329972,2513
329977,5992
329984,1682
329986,2103
329993,1432
330004,1291
330010,4216
330050,3986
330052,1951
330064,4059
330096,2039
330119,7663
330122,1013
330149,5580
330164,2219
330166,9192
330171,3185
330173,945
